"Name","InstanceId","Status","Class","FriendlyName","HardwareID"
"NVIDIA High Definition Audio","HDAUDIO\FUNC_01&VEN_10DE&DEV_001C&SUBSYS_103C102F&REV_1001\5&4780CCF&0&0001","OK","MEDIA","NVIDIA High Definition Audio","System.String[]"
"E7","BTHENUM\DEV_FC58FA783748\7&B265E0C&0&BLUETOOTHDEVICE_FC58FA783748","OK","Bluetooth","E7","System.String[]"
"Microsoft Device Association Root Enumerator","SWD\MSDAS\{CE958E9A-424F-4C88-86F4-11314821E75A}","OK","SoftwareDevice","Microsoft Device Association Root Enumerator",
"ACPI x64-based PC","ROOT\ACPI_HAL\0000","OK","Computer","ACPI x64-based PC","System.String[]"
"USB DISK 3.0 USB Device","USBSTOR\DISK&VEN_&PROD_USB_DISK_3.0&REV_PMAP\07190C73F88BEB45&0","Unknown","DiskDrive","USB DISK 3.0 USB Device","System.String[]"
"Volume","STORAGE\VOLUME\{882ED161-E4D1-11EC-A496-806E6F6E6963}#000001CF43F00000","OK","Volume","Volume","System.String[]"
"Signa S2","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_VID&0002099A_PID&0500\7&B265E0C&0&88D0397F939D_C00000000","OK","MEDIA","Signa S2","System.String[]"
"Programmable interrupt controller","ACPI\PNP0000\4&3816902A&0","OK","System","Programmable interrupt controller","System.String[]"
"USB Root Hub (USB 3.0)","USB\ROOT_HUB30\4&485095D&0&0","OK","USB","USB Root Hub (USB 3.0)","System.String[]"
"Generic PnP Monitor","DISPLAY\GSM774F\5&1ECD3B42&7&UID774401","OK","Monitor","Generic PnP Monitor","System.String[]"
"Generic PnP Monitor","DISPLAY\GSM774F\5&1ECD3B42&7&UID774403","OK","Monitor","Generic PnP Monitor","System.String[]"
"Generic PnP Monitor","DISPLAY\GSM774F\5&1ECD3B42&7&UID774405","OK","Monitor","Generic PnP Monitor","System.String[]"
"Generic PnP Monitor","DISPLAY\GSM774F\5&1ECD3B42&7&UID774407","OK","Monitor","Generic PnP Monitor","System.String[]"
"PCI Express Root Complex","ACPI\PNP0A08\0","OK","System","PCI Express Root Complex","System.String[]"
"PCI Express Root Complex","ACPI\PNP0A08\1","OK","System","PCI Express Root Complex","System.String[]"
"PCI Express Root Complex","ACPI\PNP0A08\2","OK","System","PCI Express Root Complex","System.String[]"
"PCI Express Root Complex","ACPI\PNP0A08\3","OK","System","PCI Express Root Complex","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2043","PCI\VEN_8086&DEV_2043&SUBSYS_07381028&REV_04\3&36CB97A3&0&53","OK","System","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2043","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2043","PCI\VEN_8086&DEV_2043&SUBSYS_07381028&REV_04\3&36CB97A3&0&63","OK","System","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2043","System.String[]"
"Volume","STORAGE\VOLUME\{882ED160-E4D1-11EC-A496-806E6F6E6963}#0000000027400000","OK","Volume","Volume","System.String[]"
"Logitech USB Input Device","USB\VID_046D&PID_C52B&MI_00\7&2F158407&0&0000","Unknown","HIDClass","Logitech USB Input Device","System.String[]"
"HID-compliant vendor-defined device","HID\VID_046D&PID_C52B&MI_02&COL01\8&13BEA6A2&0&0000","Unknown","HIDClass","HID-compliant vendor-defined device","System.String[]"
"Generic Attribute Profile","BTHLEDEVICE\{00001801-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5\8&16721691&0&000A","OK","Bluetooth","Generic Attribute Profile","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2085","PCI\VEN_8086&DEV_2085&SUBSYS_07381028&REV_04\3&2411E6FE&0&F5","OK","System","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2085","System.String[]"
"Generic SuperSpeed USB Hub","USB\VID_0BDA&PID_0411\5&129774C1&0&26","OK","USB","Generic SuperSpeed USB Hub","System.String[]"
"USB Mass Storage Device","USB\VID_13FE&PID_6300\07190C73F88BEB45","Unknown","USB","USB Mass Storage Device","System.String[]"
"Intel(R) PCI Express Root Port #1 - A290","PCI\VEN_8086&DEV_A290&SUBSYS_07381028&REV_F0\3&11583659&0&E0","OK","System","Intel(R) PCI Express Root Port #1 - A290","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&A8","OK","System","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&B0","OK","System","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","PCI\VEN_8086&DEV_2018&SUBSYS_07381028&REV_04\3&3AA59A3&0&B4","OK","System","Intel(R) Xeon(R) processor P family/Core i7 M2PCI Registers - 2018","System.String[]"
"Microsoft Hyper-V PCI Server","ROOT\VPCIVSP\0000","OK","System","Microsoft Hyper-V PCI Server","System.String[]"
"Service Discovery Service","BTHENUM\{00001000-0000-1000-8000-00805F9B34FB}_VID&0001004C_PID&2002\7&B265E0C&0&94B01FA9D419_C00000000","OK","Bluetooth","Service Discovery Service","System.String[]"
"Intel(R) C600+/C220+ series chipset SATA RAID Controller","PCI\VEN_8086&DEV_2826&SUBSYS_07381028&REV_00\3&11583659&0&B8","OK","SCSIAdapter","Intel(R) C600+/C220+ series chipset SATA RAID Controller","System.String[]"
"Microsoft IPP Class Driver","SWD\PRINTENUM\WSD-851E1F51-872C-401B-8EFF-5A4CB4F20C57","OK","Printer","Microsoft IPP Class Driver","System.String[]"
"Airoha_IAP2","BTHENUM\{00000000-DECA-FADE-DECA-DEAFDECACAFF}_VID&00010094_PID&0004\7&B265E0C&0&6C47604EDC78_C00000000","OK",,"Airoha_IAP2","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2057","PCI\VEN_8086&DEV_2057&SUBSYS_07381028&REV_04\3&2411E6FE&0&EB","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2057","System.String[]"
"HID-compliant consumer control device","HID\VID_FFFF&PID_BACE&REV_0002&MI_00&COL03\3&258C3FBC&0&0002","Unknown","HIDClass","HID-compliant consumer control device","System.String[]"
"Volume","STORAGE\VOLUME\{882ED161-E4D1-11EC-A496-806E6F6E6963}#0000000000004400","OK","Volume","Volume","System.String[]"
"Headset (Alex’s AirPods Hands-Free)","SWD\MMDEVAPI\{0.0.0.00000000}.{31F9D18C-31E2-459C-B5EC-11BA7638D988}","Unknown","AudioEndpoint","Headset (Alex’s AirPods Hands-Free)","System.String[]"
"Microsoft ACPI-Compliant System","ACPI_HAL\PNP0C08\0","OK","System","Microsoft ACPI-Compliant System","System.String[]"
,"HTREE\ROOT\0","OK",,,
"USB Mass Storage Device","USB\VID_0781&PID_5591\04012F661212A3B2CB0CBA4A7051110B077A3781A27B1AA22A719F3A17748ACB67D50000000000000000000026578A28000D181891558107162CA16E","Unknown","USB","USB Mass Storage Device","System.String[]"
"ACTON III Avrcp Transport","BTHENUM\{0000110C-0000-1000-8000-00805F9B34FB}_VID&00010094_PID&0004\7&B265E0C&0&6C47604EDC78_C00000000","OK","Bluetooth","ACTON III Avrcp Transport","System.String[]"
"Microsoft Basic Render Driver","ROOT\BASICRENDER\0000","OK","System","Microsoft Basic Render Driver","System.String[]"
"LG HDR 4K (2- NVIDIA High Definition Audio)","SWD\MMDEVAPI\{0.0.0.00000000}.{F6FAF5F5-1154-44BE-BE02-DE276769A091}","Unknown","AudioEndpoint","LG HDR 4K (2- NVIDIA High Definition Audio)","System.String[]"
"HID-compliant vendor-defined device","HID\VID_046D&PID_C534&MI_01&COL05\8&2562B3F7&0&0004","Unknown","HIDClass","HID-compliant vendor-defined device","System.String[]"
"Intel(R) PCI Express Root Port #9 - A298","PCI\VEN_8086&DEV_A298&SUBSYS_07381028&REV_F0\3&11583659&0&E8","OK","System","Intel(R) PCI Express Root Port #9 - A298","System.String[]"
"Microsoft Hardware Error Device","ACPI\PNP0C33\0","OK","System","Microsoft Hardware Error Device","System.String[]"
"Intel(R) Dynamic Application Loader Host Interface","SWD\DRIVERENUM\OEM_DAL_COMPONENT&4&3C1AF6B&0","OK","SoftwareComponent","Intel(R) Dynamic Application Loader Host Interface","System.String[]"
"HID-compliant vendor-defined device","HID\VID_046D&PID_C52B&MI_02&COL03\8&3801AC30&0&0002","Unknown","HIDClass","HID-compliant vendor-defined device","System.String[]"
"Remote Desktop Camera Bus","UMB\UMB\1&841921D&0&RDCAMERA_BUS","Unknown","System","Remote Desktop Camera Bus","System.String[]"
"UMBus Enumerator","UMB\UMB\1&841921D&0&TSBUS","Unknown","System","UMBus Enumerator","System.String[]"
"USB Composite Device","USB\VID_413C&PID_2113\5&129774C1&0&8","Unknown","USB","USB Composite Device","System.String[]"
"TCL 8132 Sound Bar","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_VID&0001000F_PID&1200\7&B265E0C&0&2CFDB3C85F48_C00000000","OK","MEDIA","TCL 8132 Sound Bar","System.String[]"
"WAN Miniport (SSTP)","SWD\MSRRAS\MS_SSTPMINIPORT","OK","Net","WAN Miniport (SSTP)","System.String[]"
"Volume","STORAGE\VOLUME\{882ED162-E4D1-11EC-A496-806E6F6E6963}#0000022FDA800000","OK","Volume","Volume","System.String[]"
"HID-compliant vendor-defined device","HID\VID_046D&PID_C52B&MI_02&COL01\7&1606C980&0&0000","Unknown","HIDClass","HID-compliant vendor-defined device","System.String[]"
"Bluetooth","SWD\RADIO\BLUETOOTH_001A7DB21086","Unknown","SoftwareDevice","Bluetooth",
"USB Composite Device","USB\VID_1532&PID_0084\5&129774C1&0&5","OK","USB","USB Composite Device","System.String[]"
"USB Mass Storage Device","USB\VID_13FE&PID_6300\07190C73EC8DE198","Unknown","USB","USB Mass Storage Device","System.String[]"
"Microsoft UEFI-Compliant System","ACPI_HAL\UEFI\0","OK","System","Microsoft UEFI-Compliant System","System.String[]"
"HD Webcam C525","USB\VID_046D&PID_0826&MI_02\7&39BEF298&1&0002","Unknown","Camera","HD Webcam C525","System.String[]"
"DellInstrumentation Device","ROOT\DELLINSTRUMENTATION\0000","OK","DellInstrumentation","DellInstrumentation Device","System.String[]"
"Wireless iAP","BTHENUM\{00000000-DECA-FADE-DECA-DEAFDECACAFF}_VID&0001004C_PID&2002\7&B265E0C&0&94B01FA9D419_C00000000","OK",,"Wireless iAP","System.String[]"
"Direct memory access controller","ACPI\PNP0200\4&3816902A&0","OK","System","Direct memory access controller","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&70","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&71","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&72","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&73","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&74","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&75","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&76","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&77","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&78","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","PCI\VEN_8086&DEV_208E&SUBSYS_07381028&REV_04\3&2411E6FE&0&79","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 208E","System.String[]"
"HID-compliant system controller","HID\VID_046D&PID_C52B&MI_01&COL03\8&26EEC2E0&0&0002","Unknown","HIDClass","HID-compliant system controller","System.String[]"
"Alex’s AirPods Avrcp Transport","BTHENUM\{0000110C-0000-1000-8000-00805F9B34FB}_VID&0001004C_PID&2002\7&B265E0C&0&94B01FA9D419_C00000000","OK","Bluetooth","Alex’s AirPods Avrcp Transport","System.String[]"
"Intel(R) Management Engine WMI Provider","SWD\DRIVERENUM\OEM_WMI_COMPONENT&4&3C1AF6B&0","OK","SoftwareComponent","Intel(R) Management Engine WMI Provider","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2040","PCI\VEN_8086&DEV_2040&SUBSYS_07381028&REV_04\3&36CB97A3&0&50","OK","System","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2040","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2040","PCI\VEN_8086&DEV_2040&SUBSYS_07381028&REV_04\3&36CB97A3&0&60","OK","System","Intel(R) Xeon(R) processor P family/Core i7 Integrated Memory Controller - 2040","System.String[]"
"Trusted Platform Module 2.0","ACPI\MSFT0101\1","OK","SecurityDevices","Trusted Platform Module 2.0","System.String[]"
"Logitech USB Input Device","USB\VID_046D&PID_C52B&MI_00\6&1D8899B1&0&0000","Unknown","HIDClass","Logitech USB Input Device","System.String[]"
"ACPI Fixed Feature Button","ACPI\FIXEDBUTTON\2&DABA3FF&0","OK","System","ACPI Fixed Feature Button","System.String[]"
"Signa S2","BTHENUM\DEV_88D0397F939D\7&B265E0C&0&BLUETOOTHDEVICE_88D0397F939D","OK","Bluetooth","Signa S2","System.String[]"
"WDMyCloudEX4","SWD\DAFUPNPPROVIDER\UUID:73656761-7465-7375-636B-0090A96B5866","Unknown","SoftwareDevice","WDMyCloudEX4","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2082","PCI\VEN_8086&DEV_2082&SUBSYS_07381028&REV_04\3&2411E6FE&0&F2","OK","System","Intel(R) Xeon(R) processor P family/Core i7 PCU Registers - 2082","System.String[]"
"Volume","STORAGE\VOLUME\{882ED162-E4D1-11EC-A496-806E6F6E6963}#00000203E8800000","OK","Volume","Volume","System.String[]"
"Microsoft XPS Document Writer","SWD\PRINTENUM\{A8E48033-017A-4183-A917-51B5C1C0E609}","OK","PrintQueue","Microsoft XPS Document Writer","System.String[]"
"Intel(R) Ethernet Connection (5) I219-LM","PCI\VEN_8086&DEV_15E3&SUBSYS_07381028&REV_00\3&11583659&0&FE","OK","Net","Intel(R) Ethernet Connection (5) I219-LM","System.String[]"
"Intel(R) Wi-Fi 6 AX200 160MHz","PCI\VEN_8086&DEV_2723&SUBSYS_00848086&REV_1A\4&3957722F&0&00E8","OK","Net","Intel(R) Wi-Fi 6 AX200 160MHz","System.String[]"
"Device Identification Service","BTHENUM\{00001200-0000-1000-8000-00805F9B34FB}_VID&0002099A_PID&0500\7&B265E0C&0&88D0397F939D_C00000000","OK","Bluetooth","Device Identification Service","System.String[]"
"HID-compliant consumer control device","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280&COL02\9&235D9243&0&0001","Unknown","HIDClass","HID-compliant consumer control device","System.String[]"
"Volume","STORAGE\VOLUME\{882ED161-E4D1-11EC-A496-806E6F6E6963}#0000000001000000","OK","Volume","Volume","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 DECS Channel 2 - 2048","PCI\VEN_8086&DEV_2048&SUBSYS_07381028&REV_04\3&36CB97A3&0&58","OK","System","Intel(R) Xeon(R) processor P family/Core i7 DECS Channel 2 - 2048","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 DECS Channel 2 - 2048","PCI\VEN_8086&DEV_2048&SUBSYS_07381028&REV_04\3&36CB97A3&0&68","OK","System","Intel(R) Xeon(R) processor P family/Core i7 DECS Channel 2 - 2048","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2054","PCI\VEN_8086&DEV_2054&SUBSYS_07381028&REV_04\3&2411E6FE&0&E8","OK","System","Intel(R) Xeon(R) processor P family/Core i7 CHA Registers - 2054","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2016","PCI\VEN_8086&DEV_2016&SUBSYS_07381028&REV_04\3&11583659&0&42","OK","System","Intel(R) Xeon(R) processor P family/Core i7 Ubox Registers - 2016","System.String[]"
"ACPI Wake Alarm","ACPI\ACPI000E\2&DABA3FF&0","OK","System","ACPI Wake Alarm","System.String[]"
"Headset (2- E7)","SWD\MMDEVAPI\{0.0.1.00000000}.{24999F6E-B7CA-4F07-A9F7-60F41BB67434}","Unknown","AudioEndpoint","Headset (2- E7)","System.String[]"
"Wi-Fi","SWD\RADIO\{5C992C83-4352-4D71-B4D5-40B3866C1966}","OK","SoftwareDevice","Wi-Fi",
"HID-compliant system controller","HID\VID_1532&PID_0084&MI_01&COL03\7&337D3F2A&1&0002","OK","HIDClass","HID-compliant system controller","System.String[]"
"HID-compliant vendor-defined device","HID\VID_046D&PID_C52B&MI_01&COL04\8&2CF18200&0&0003","Unknown","HIDClass","HID-compliant vendor-defined device","System.String[]"
"Intel(R) PCI Express Root Port #6 - A295","PCI\VEN_8086&DEV_A295&SUBSYS_07381028&REV_F0\3&11583659&0&E5","OK","System","Intel(R) PCI Express Root Port #6 - A295","System.String[]"
"E7","BTHENUM\{0000110B-0000-1000-8000-00805F9B34FB}_LOCALMFG&0002\7&B265E0C&0&FC58A103FDFE_C00000000","OK","MEDIA","E7","System.String[]"
"Wi-Fi","SWD\RADIO\{47C38783-4D05-44A1-B71C-2BAD8DB60C41}","Unknown","SoftwareDevice","Wi-Fi",
"HID Keyboard Device","HID\{00001812-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B35B_REV&0013_EEA0065980A5&COL01\9&31D1F8C4&0&0000","OK","Keyboard","HID Keyboard Device","System.String[]"
"Bluetooth LE Generic Attribute Service","BTHLEDEVICE\{0000FD72-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&003F","OK","Bluetooth","Bluetooth LE Generic Attribute Service","System.String[]"
"Volume","STORAGE\VOLUME\{756BD17C-03E4-11ED-A4D5-984827E35863}#0000000000100000","Unknown","Volume","Volume","System.String[]"
"Alex’s AirPods","BTHENUM\DEV_94B01FA9D419\7&B265E0C&0&BLUETOOTHDEVICE_94B01FA9D419","OK","Bluetooth","Alex’s AirPods","System.String[]"
"Microsoft Hyper-V Virtual Disk Server","ROOT\STORVSP\0000","OK","System","Microsoft Hyper-V Virtual Disk Server","System.String[]"
"Generic Non-PnP Monitor","DISPLAY\DEFAULT_MONITOR\5&1ECD3B42&7&UID774401","Unknown","Monitor","Generic Non-PnP Monitor","System.String[]"
"Generic Non-PnP Monitor","DISPLAY\DEFAULT_MONITOR\5&1ECD3B42&7&UID774403","Unknown","Monitor","Generic Non-PnP Monitor","System.String[]"
"Generic Non-PnP Monitor","DISPLAY\DEFAULT_MONITOR\5&1ECD3B42&7&UID774405","Unknown","Monitor","Generic Non-PnP Monitor","System.String[]"
"USB Input Device","USB\VID_046D&PID_C52B&MI_01\7&2F158407&0&0001","Unknown","HIDClass","USB Input Device","System.String[]"
"Motherboard resources","ACPI\PNP0C02\IOTRAPS","OK","System","Motherboard resources","System.String[]"
"HID-compliant vendor-defined device","HID\VID_046D&PID_C52B&MI_02&COL02\8&13BEA6A2&0&0001","Unknown","HIDClass","HID-compliant vendor-defined device","System.String[]"
"Wi-Fi","SWD\RADIO\{1B6EE010-4D55-4A74-BC6F-B4CCCD8F4C9D}","Unknown","SoftwareDevice","Wi-Fi",
"Intel(R) Xeon(R) processor P family/Core i7 Intel VT - D - 2034","PCI\VEN_8086&DEV_2034&SUBSYS_07381028&REV_04\3&36CB97A3&0&28","OK","System","Intel(R) Xeon(R) processor P family/Core i7 Intel VT - D - 2034","System.String[]"
"Kaspersky VPN","ROOT\KLTUN\0000","OK","Net","Kaspersky VPN","System.String[]"
"Bluetooth LE Generic Attribute Service","BTHLEDEVICE\{0000FD72-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B034_REV&0003_D0EEF6C87894\8&1D214379&0&0036","OK","Bluetooth","Bluetooth LE Generic Attribute Service","System.String[]"
"Device Information Service","BTHLEDEVICE\{0000180A-0000-1000-8000-00805F9B34FB}_DEV_VID&02046D_PID&B369_REV&0007_DB209F422280\8&1AA6D1C1&0&000E","OK","Bluetooth","Device Information Service","System.String[]"
"Brother HL-L8360CDW series","SWD\IPP\E3248000-80CE-11DB-8000-3C2AF440A35D","OK","SoftwareDevice","Brother HL-L8360CDW series",
"Alex’s AirPods Hands-Free AG","BTHENUM\{0000111E-0000-1000-8000-00805F9B34FB}_VID&0001004C_PID&2002\7&B265E0C&0&94B01FA9D419_C00000000","OK","System","Alex’s AirPods Hands-Free AG","System.String[]"
"Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204E","PCI\VEN_8086&DEV_204E&SUBSYS_07381028&REV_04\3&3AA59A3&0&92","OK","System","Intel(R) Xeon(R) processor P family/Core i7 M3KTI Registers - 204E","System.String[]"
